Numero,Stampata in,Specie,Articoli disponibili,Da,Tendenza di prezzo,Prezzo medio 30 giorni,Prezzo medio 7 giorni,Prezzo medio 1 giorno,link,Date
122,Tempesta Argentata,Ferrothorn,2547,0.05,0.05,0.04,0.05,0.04,https://www.cardmarket.com/it/Pokemon/Products/Singles/Silver-Tempest/Ferrothorn-SIT122,2023-01-21T22:30:25.405055
